root,past_3sg_m,bab,transitivity,masdar,هو_3sg_m,هي_3sg_f,هما_3du_m,هما_3du_f,هم_3pl_m,هن_3pl_f,أنتَ_2sg_m,أنتِ_2sg_f,أنتما_2du,أنتم_2pl_m,أنتن_2pl_f,أنا_1sg,نحن_1pl
سبع,سَبَعَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَبَعَ,سَبَعَتْ,سَبَعَا,سَبَعَتَا,سَبَعُوا,سَبَعْنَ,سَبَعْتَ,سَبَعْتِ,سَبَعْتُمَا,سَبَعْتُمْ,سَبَعْتُنَّ,سَبَعْتُ,سَبَعْنَا
سبع,سَبَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَبَعَ,سَبَعَتْ,سَبَعَا,سَبَعَتَا,سَبَعُوا,سَبَعْنَ,سَبَعْتَ,سَبَعْتِ,سَبَعْتُمَا,سَبَعْتُمْ,سَبَعْتُنَّ,سَبَعْتُ,سَبَعْنَا
سبغ,سَبَغَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم, ,سَبَغَ,سَبَغَتْ,سَبَغَا,سَبَغَتَا,سَبَغُوا,سَبَغْنَ,سَبَغْتَ,سَبَغْتِ,سَبَغْتُمَا,سَبَغْتُمْ,سَبَغْتُنَّ,سَبَغْتُ,سَبَغْنَا
سبق,سَبَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَبَقَ,سَبَقَتْ,سَبَقَا,سَبَقَتَا,سَبَقُوا,سَبَقْنَ,سَبَقْتَ,سَبَقْتِ,سَبَقْتُمَا,سَبَقْتُمْ,سَبَقْتُنَّ,سَبَقْتُ,سَبَقْنَا
سبق,سَبَقَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,سَبَقَ,سَبَقَتْ,سَبَقَا,سَبَقَتَا,سَبَقُوا,سَبَقْنَ,سَبَقْتَ,سَبَقْتِ,سَبَقْتُمَا,سَبَقْتُمْ,سَبَقْتُنَّ,سَبَقْتُ,سَبَقْنَا
سبك,سَبَكَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَبَكَ,سَبَكَتْ,سَبَكَا,سَبَكَتَا,سَبَكُوا,سَبَكْنَ,سَبَكْتَ,سَبَكْتِ,سَبَكْتُمَا,سَبَكْتُمْ,سَبَكْتُنَّ,سَبَكْتُ,سَبَكْنَا
سبك,سَبَكَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَبَكَ,سَبَكَتْ,سَبَكَا,سَبَكَتَا,سَبَكُوا,سَبَكْنَ,سَبَكْتَ,سَبَكْتِ,سَبَكْتُمَا,سَبَكْتُمْ,سَبَكْتُنَّ,سَبَكْتُ,سَبَكْنَا
ستر,سَتَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَتَرَ,سَتَرَتْ,سَتَرَا,سَتَرَتَا,سَتَرُوا,سَتَرْنَ,سَتَرْتَ,سَتَرْتِ,سَتَرْتُمَا,سَتَرْتُمْ,سَتَرْتُنَّ,سَتَرْتُ,سَتَرْنَا
ستر,سَتَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَتَرَ,سَتَرَتْ,سَتَرَا,سَتَرَتَا,سَتَرُوا,سَتَرْنَ,سَتَرْتَ,سَتَرْتِ,سَتَرْتُمَا,سَتَرْتُمْ,سَتَرْتُنَّ,سَتَرْتُ,سَتَرْنَا
ستل,سَتَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم, ,سَتَلَ,سَتَلَتْ,سَتَلَا,سَتَلَتَا,سَتَلُوا,سَتَلْنَ,سَتَلْتَ,سَتَلْتِ,سَتَلْتُمَا,سَتَلْتُمْ,سَتَلْتُنَّ,سَتَلْتُ,سَتَلْنَا
ستل,سَتِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي, ,سَتِلَ,سَتِلَتْ,سَتِلَا,سَتِلَتَا,سَتِلُوا,سَتِلْنَ,سَتِلْتَ,سَتِلْتِ,سَتِلْتُمَا,سَتِلْتُمْ,سَتِلْتُنَّ,سَتِلْتُ,سَتِلْنَا
سته,سَتَهَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَتَهَ,سَتَهَتْ,سَتَهَا,سَتَهَتَا,سَتَهُوا,سَتَهْنَ,سَتَهْتَ,سَتَهْتِ,سَتَهْتُمَا,سَتَهْتُمْ,سَتَهْتُنَّ,سَتَهْتُ,سَتَهْنَا
سته,سَتِهَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَتِهَ,سَتِهَتْ,سَتِهَا,سَتِهَتَا,سَتِهُوا,سَتِهْنَ,سَتِهْتَ,سَتِهْتِ,سَتِهْتُمَا,سَتِهْتُمْ,سَتِهْتُنَّ,سَتِهْتُ,سَتِهْنَا
سجح,سَجَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,سَجَحَ,سَجَحَتْ,سَجَحَا,سَجَحَتَا,سَجَحُوا,سَجَحْنَ,سَجَحْتَ,سَجَحْتِ,سَجَحْتُمَا,سَجَحْتُمْ,سَجَحْتُنَّ,سَجَحْتُ,سَجَحْنَا
سجح,سَجِحَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَجِحَ,سَجِحَتْ,سَجِحَا,سَجِحَتَا,سَجِحُوا,سَجِحْنَ,سَجِحْتَ,سَجِحْتِ,سَجِحْتُمَا,سَجِحْتُمْ,سَجِحْتُنَّ,سَجِحْتُ,سَجِحْنَا
سجد,سَجَدَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم, ,سَجَدَ,سَجَدَتْ,سَجَدَا,سَجَدَتَا,سَجَدُوا,سَجَدْنَ,سَجَدْتَ,سَجَدْتِ,سَجَدْتُمَا,سَجَدْتُمْ,سَجَدْتُنَّ,سَجَدْتُ,سَجَدْنَا
سجد,سَجِدَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَجِدَ,سَجِدَتْ,سَجِدَا,سَجِدَتَا,سَجِدُوا,سَجِدْنَ,سَجِدْتَ,سَجِدْتِ,سَجِدْتُمَا,سَجِدْتُمْ,سَجِدْتُنَّ,سَجِدْتُ,سَجِدْنَا
سجر,سَجَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَجَرَ,سَجَرَتْ,سَجَرَا,سَجَرَتَا,سَجَرُوا,سَجَرْنَ,سَجَرْتَ,سَجَرْتِ,سَجَرْتُمَا,سَجَرْتُمْ,سَجَرْتُنَّ,سَجَرْتُ,سَجَرْنَا
سجر,سَجِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَجِرَ,سَجِرَتْ,سَجِرَا,سَجِرَتَا,سَجِرُوا,سَجِرْنَ,سَجِرْتَ,سَجِرْتِ,سَجِرْتُمَا,سَجِرْتُمْ,سَجِرْتُنَّ,سَجِرْتُ,سَجِرْنَا
سجس,سَجِسَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَجِسَ,سَجِسَتْ,سَجِسَا,سَجِسَتَا,سَجِسُوا,سَجِسْنَ,سَجِسْتَ,سَجِسْتِ,سَجِسْتُمَا,سَجِسْتُمْ,سَجِسْتُنَّ,سَجِسْتُ,سَجِسْنَا
سجع,سَجَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,سَجَعَ,سَجَعَتْ,سَجَعَا,سَجَعَتَا,سَجَعُوا,سَجَعْنَ,سَجَعْتَ,سَجَعْتِ,سَجَعْتُمَا,سَجَعْتُمْ,سَجَعْتُنَّ,سَجَعْتُ,سَجَعْنَا
سجف,سَجَفَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَجَفَ,سَجَفَتْ,سَجَفَا,سَجَفَتَا,سَجَفُوا,سَجَفْنَ,سَجَفْتَ,سَجَفْتِ,سَجَفْتُمَا,سَجَفْتُمْ,سَجَفْتُنَّ,سَجَفْتُ,سَجَفْنَا
سجف,سَجِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي, ,سَجِفَ,سَجِفَتْ,سَجِفَا,سَجِفَتَا,سَجِفُوا,سَجِفْنَ,سَجِفْتَ,سَجِفْتِ,سَجِفْتُمَا,سَجِفْتُمْ,سَجِفْتُنَّ,سَجِفْتُ,سَجِفْنَا
سجل,سَجَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَجَلَ,سَجَلَتْ,سَجَلَا,سَجَلَتَا,سَجَلُوا,سَجَلْنَ,سَجَلْتَ,سَجَلْتِ,سَجَلْتُمَا,سَجَلْتُمْ,سَجَلْتُنَّ,سَجَلْتُ,سَجَلْنَا
سجم,سَجَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَجَمَ,سَجَمَتْ,سَجَمَا,سَجَمَتَا,سَجَمُوا,سَجَمْنَ,سَجَمْتَ,سَجَمْتِ,سَجَمْتُمَا,سَجَمْتُمْ,سَجَمْتُنَّ,سَجَمْتُ,سَجَمْنَا
سجم,سَجَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَجَمَ,سَجَمَتْ,سَجَمَا,سَجَمَتَا,سَجَمُوا,سَجَمْنَ,سَجَمْتَ,سَجَمْتِ,سَجَمْتُمَا,سَجَمْتُمْ,سَجَمْتُنَّ,سَجَمْتُ,سَجَمْنَا
سجن,سَجَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَجَنَ,سَجَنَتْ,سَجَنَا,سَجَنَتَا,سَجَنُوا,سَجَنْنَ,سَجَنْتَ,سَجَنْتِ,سَجَنْتُمَا,سَجَنْتُمْ,سَجَنْتُنَّ,سَجَنْتُ,سَجَنْنَا
سحب,سَحَبَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَبَ,سَحَبَتْ,سَحَبَا,سَحَبَتَا,سَحَبُوا,سَحَبْنَ,سَحَبْتَ,سَحَبْتِ,سَحَبْتُمَا,سَحَبْتُمْ,سَحَبْتُنَّ,سَحَبْتُ,سَحَبْنَا
سحت,سَحَتَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَتَ,سَحَتَتْ,سَحَتَا,سَحَتَتَا,سَحَتُوا,سَحَتْنَ,سَحَتْتَ,سَحَتْتِ,سَحَتْتُمَا,سَحَتْتُمْ,سَحَتْتُنَّ,سَحَتْتُ,سَحَتْنَا
سحج,سَحَجَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَجَ,سَحَجَتْ,سَحَجَا,سَحَجَتَا,سَحَجُوا,سَحَجْنَ,سَحَجْتَ,سَحَجْتِ,سَحَجْتُمَا,سَحَجْتُمْ,سَحَجْتُنَّ,سَحَجْتُ,سَحَجْنَا
سحر,سَحَرَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَرَ,سَحَرَتْ,سَحَرَا,سَحَرَتَا,سَحَرُوا,سَحَرْنَ,سَحَرْتَ,سَحَرْتِ,سَحَرْتُمَا,سَحَرْتُمْ,سَحَرْتُنَّ,سَحَرْتُ,سَحَرْنَا
سحر,سَحِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَحِرَ,سَحِرَتْ,سَحِرَا,سَحِرَتَا,سَحِرُوا,سَحِرْنَ,سَحِرْتَ,سَحِرْتِ,سَحِرْتُمَا,سَحِرْتُمْ,سَحِرْتُنَّ,سَحِرْتُ,سَحِرْنَا
سحط,سَحَطَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَحَطَ,سَحَطَتْ,سَحَطَا,سَحَطَتَا,سَحَطُوا,سَحَطْنَ,سَحَطْتَ,سَحَطْتِ,سَحَطْتُمَا,سَحَطْتُمْ,سَحَطْتُنَّ,سَحَطْتُ,سَحَطْنَا
سحف,سَحَفَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَفَ,سَحَفَتْ,سَحَفَا,سَحَفَتَا,سَحَفُوا,سَحَفْنَ,سَحَفْتَ,سَحَفْتِ,سَحَفْتُمَا,سَحَفْتُمْ,سَحَفْتُنَّ,سَحَفْتُ,سَحَفْنَا
سحق,سَحَقَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَقَ,سَحَقَتْ,سَحَقَا,سَحَقَتَا,سَحَقُوا,سَحَقْنَ,سَحَقْتَ,سَحَقْتِ,سَحَقْتُمَا,سَحَقْتُمْ,سَحَقْتُنَّ,سَحَقْتُ,سَحَقْنَا
سحق,سَحِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَحِقَ,سَحِقَتْ,سَحِقَا,سَحِقَتَا,سَحِقُوا,سَحِقْنَ,سَحِقْتَ,سَحِقْتِ,سَحِقْتُمَا,سَحِقْتُمْ,سَحِقْتُنَّ,سَحِقْتُ,سَحِقْنَا
سحق,سَحُقَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,سَحُقَ,سَحُقَتْ,سَحُقَا,سَحُقَتَا,سَحُقُوا,سَحُقْنَ,سَحُقْتَ,سَحُقْتِ,سَحُقْتُمَا,سَحُقْتُمْ,سَحُقْتُنَّ,سَحُقْتُ,سَحُقْنَا
سحل,سَحَلَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَحَلَ,سَحَلَتْ,سَحَلَا,سَحَلَتَا,سَحَلُوا,سَحَلْنَ,سَحَلْتَ,سَحَلْتِ,سَحَلْتُمَا,سَحَلْتُمْ,سَحَلْتُنَّ,سَحَلْتُ,سَحَلْنَا
سحم,سَحِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَحِمَ,سَحِمَتْ,سَحِمَا,سَحِمَتَا,سَحِمُوا,سَحِمْنَ,سَحِمْتَ,سَحِمْتِ,سَحِمْتُمَا,سَحِمْتُمْ,سَحِمْتُنَّ,سَحِمْتُ,سَحِمْنَا
سحن,سَحَنَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَحَنَ,سَحَنَتْ,سَحَنَا,سَحَنَتَا,سَحَنُوا,سَحَنْنَ,سَحَنْتَ,سَحَنْتِ,سَحَنْتُمَا,سَحَنْتُمْ,سَحَنْتُنَّ,سَحَنْتُ,سَحَنْنَا
سخر,سَخَرَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَخَرَ,سَخَرَتْ,سَخَرَا,سَخَرَتَا,سَخَرُوا,سَخَرْنَ,سَخَرْتَ,سَخَرْتِ,سَخَرْتُمَا,سَخَرْتُمْ,سَخَرْتُنَّ,سَخَرْتُ,سَخَرْنَا
سخر,سَخِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَخِرَ,سَخِرَتْ,سَخِرَا,سَخِرَتَا,سَخِرُوا,سَخِرْنَ,سَخِرْتَ,سَخِرْتِ,سَخِرْتُمَا,سَخِرْتُمْ,سَخِرْتُنَّ,سَخِرْتُ,سَخِرْنَا
سخط,سَخِطَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك , ,سَخِطَ,سَخِطَتْ,سَخِطَا,سَخِطَتَا,سَخِطُوا,سَخِطْنَ,سَخِطْتَ,سَخِطْتِ,سَخِطْتُمَا,سَخِطْتُمْ,سَخِطْتُنَّ,سَخِطْتُ,سَخِطْنَا
سخف,سَخُفَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,سَخُفَ,سَخُفَتْ,سَخُفَا,سَخُفَتَا,سَخُفُوا,سَخُفْنَ,سَخُفْتَ,سَخُفْتِ,سَخُفْتُمَا,سَخُفْتُمْ,سَخُفْتُنَّ,سَخُفْتُ,سَخُفْنَا
سخل,سَخَلَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَخَلَ,سَخَلَتْ,سَخَلَا,سَخَلَتَا,سَخَلُوا,سَخَلْنَ,سَخَلْتَ,سَخَلْتِ,سَخَلْتُمَا,سَخَلْتُمْ,سَخَلْتُنَّ,سَخَلْتُ,سَخَلْنَا
سخن,سَخَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم, ,سَخَنَ,سَخَنَتْ,سَخَنَا,سَخَنَتَا,سَخَنُوا,سَخَنْنَ,سَخَنْتَ,سَخَنْتِ,سَخَنْتُمَا,سَخَنْتُمْ,سَخَنْتُنَّ,سَخَنْتُ,سَخَنْنَا
سخن,سَخِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَخِنَ,سَخِنَتْ,سَخِنَا,سَخِنَتَا,سَخِنُوا,سَخِنْنَ,سَخِنْتَ,سَخِنْتِ,سَخِنْتُمَا,سَخِنْتُمْ,سَخِنْتُنَّ,سَخِنْتُ,سَخِنْنَا
سخن,سَخُنَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,سَخُنَ,سَخُنَتْ,سَخُنَا,سَخُنَتَا,سَخُنُوا,سَخُنْنَ,سَخُنْتَ,سَخُنْتِ,سَخُنْتُمَا,سَخُنْتُمْ,سَخُنْتُنَّ,سَخُنْتُ,سَخُنْنَا
سدج,سَدَجَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَدَجَ,سَدَجَتْ,سَدَجَا,سَدَجَتَا,سَدَجُوا,سَدَجْنَ,سَدَجْتَ,سَدَجْتِ,سَدَجْتُمَا,سَدَجْتُمْ,سَدَجْتُنَّ,سَدَجْتُ,سَدَجْنَا
سدح,سَدَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَدَحَ,سَدَحَتْ,سَدَحَا,سَدَحَتَا,سَدَحُوا,سَدَحْنَ,سَدَحْتَ,سَدَحْتِ,سَدَحْتُمَا,سَدَحْتُمْ,سَدَحْتُنَّ,سَدَحْتُ,سَدَحْنَا
سدر,سَدَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَدَرَ,سَدَرَتْ,سَدَرَا,سَدَرَتَا,سَدَرُوا,سَدَرْنَ,سَدَرْتَ,سَدَرْتِ,سَدَرْتُمَا,سَدَرْتُمْ,سَدَرْتُنَّ,سَدَرْتُ,سَدَرْنَا
سدر,سَدَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,سَدَرَ,سَدَرَتْ,سَدَرَا,سَدَرَتَا,سَدَرُوا,سَدَرْنَ,سَدَرْتَ,سَدَرْتِ,سَدَرْتُمَا,سَدَرْتُمْ,سَدَرْتُنَّ,سَدَرْتُ,سَدَرْنَا
سدر,سَدِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَدِرَ,سَدِرَتْ,سَدِرَا,سَدِرَتَا,سَدِرُوا,سَدِرْنَ,سَدِرْتَ,سَدِرْتِ,سَدِرْتُمَا,سَدِرْتُمْ,سَدِرْتُنَّ,سَدِرْتُ,سَدِرْنَا
سدس,سَدَسَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَدَسَ,سَدَسَتْ,سَدَسَا,سَدَسَتَا,سَدَسُوا,سَدَسْنَ,سَدَسْتَ,سَدَسْتِ,سَدَسْتُمَا,سَدَسْتُمْ,سَدَسْتُنَّ,سَدَسْتُ,سَدَسْنَا
سدس,سَدَسَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَدَسَ,سَدَسَتْ,سَدَسَا,سَدَسَتَا,سَدَسُوا,سَدَسْنَ,سَدَسْتَ,سَدَسْتِ,سَدَسْتُمَا,سَدَسْتُمْ,سَدَسْتُنَّ,سَدَسْتُ,سَدَسْنَا
سدع,سَدَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,سَدَعَ,سَدَعَتْ,سَدَعَا,سَدَعَتَا,سَدَعُوا,سَدَعْنَ,سَدَعْتَ,سَدَعْتِ,سَدَعْتُمَا,سَدَعْتُمْ,سَدَعْتُنَّ,سَدَعْتُ,سَدَعْنَا
سدف,سَدِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَدِفَ,سَدِفَتْ,سَدِفَا,سَدِفَتَا,سَدِفُوا,سَدِفْنَ,سَدِفْتَ,سَدِفْتِ,سَدِفْتُمَا,سَدِفْتُمْ,سَدِفْتُنَّ,سَدِفْتُ,سَدِفْنَا
سدك,سَدِكَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَدِكَ,سَدِكَتْ,سَدِكَا,سَدِكَتَا,سَدِكُوا,سَدِكْنَ,سَدِكْتَ,سَدِكْتِ,سَدِكْتُمَا,سَدِكْتُمْ,سَدِكْتُنَّ,سَدِكْتُ,سَدِكْنَا
سدل,سَدَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَدَلَ,سَدَلَتْ,سَدَلَا,سَدَلَتَا,سَدَلُوا,سَدَلْنَ,سَدَلْتَ,سَدَلْتِ,سَدَلْتُمَا,سَدَلْتُمْ,سَدَلْتُنَّ,سَدَلْتُ,سَدَلْنَا
سدل,سَدَلَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَدَلَ,سَدَلَتْ,سَدَلَا,سَدَلَتَا,سَدَلُوا,سَدَلْنَ,سَدَلْتَ,سَدَلْتِ,سَدَلْتُمَا,سَدَلْتُمْ,سَدَلْتُنَّ,سَدَلْتُ,سَدَلْنَا
سدل,سَدِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَدِلَ,سَدِلَتْ,سَدِلَا,سَدِلَتَا,سَدِلُوا,سَدِلْنَ,سَدِلْتَ,سَدِلْتِ,سَدِلْتُمَا,سَدِلْتُمْ,سَدِلْتُنَّ,سَدِلْتُ,سَدِلْنَا
سدم,سَدَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَدَمَ,سَدَمَتْ,سَدَمَا,سَدَمَتَا,سَدَمُوا,سَدَمْنَ,سَدَمْتَ,سَدَمْتِ,سَدَمْتُمَا,سَدَمْتُمْ,سَدَمْتُنَّ,سَدَمْتُ,سَدَمْنَا
سدم,سَدِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَدِمَ,سَدِمَتْ,سَدِمَا,سَدِمَتَا,سَدِمُوا,سَدِمْنَ,سَدِمْتَ,سَدِمْتِ,سَدِمْتُمَا,سَدِمْتُمْ,سَدِمْتُنَّ,سَدِمْتُ,سَدِمْنَا
سدن,سَدَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَدَنَ,سَدَنَتْ,سَدَنَا,سَدَنَتَا,سَدَنُوا,سَدَنْنَ,سَدَنْتَ,سَدَنْتِ,سَدَنْتُمَا,سَدَنْتُمْ,سَدَنْتُنَّ,سَدَنْتُ,سَدَنْنَا
سدن,سَدَنَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَدَنَ,سَدَنَتْ,سَدَنَا,سَدَنَتَا,سَدَنُوا,سَدَنْنَ,سَدَنْتَ,سَدَنْتِ,سَدَنْتُمَا,سَدَنْتُمْ,سَدَنْتُنَّ,سَدَنْتُ,سَدَنْنَا
