role_id,case_id,role_name_ar,role_phrase_ar
1,3,اسم مجرور,اسْمٌ مَجْرُورٌ
2,2,مفعول لأجله,مَفْعُولٌ لِأَجْلِهِ مَنْصُوبٌ
3,1,فاعل,فَاعِلٌ مَرْفُوعٌ
4,2,مفعول به,مَفْعُولٌ بِهِ مَنْصُوبٌ
5,1,مبتدأ,مُبْتَدَأٌ مَرْفُوعٌ
6,1,خبر,خَبَرٌ مَرْفُوعٌ
7,1,فعل مضارع مرفوع,فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
8,3,مضاف إليه مجرور,مُضَافٌ إِلَيْهِ مَجْرُورٌ
9,2,مفعول به ثان منصوب,مَفْعُولٌ بِهِ ثَانٍ مَنْصُوبٌ
10,2,ظرف مكان منصوب,ظَرْفُ مَكَانٍ مَنْصُوبٌ
11,2,حال منصوب,حَالٌ مَنْصُوبٌ
12,4,فعل مضارع مجزوم,فِعْلٌ مُضَارِعٌ مَجْزُومٌ
13,3,اسم الجلالة مضاف إليه مجرور,اسْمُ الْجَلَالَةِ مُضَافٌ إِلَيْهِ مَجْرُورٌ
14,3,نعت مجرور,نَعْتٌ مَجْرُورٌ
15,1,مبتدأ مؤخر مرفوع,مُبْتَدَأٌ مُؤَخَّرٌ مَرْفُوعٌ
16,2,خبر كان منصوب,خَبَرُ كَانَ مَنْصُوبٌ
17,1,اسم الجلالة فاعل مرفوع,اسْمُ الْجَلَالَةِ فَاعِلٌ مَرْفُوعٌ
18,2,فعل مضارع منصوب,فِعْلٌ مُضَارِعٌ مَنْصُوبٌ
19,2,نعت منصوب,نَعْتٌ مَنْصُوبٌ
20,1,نعت مرفوع,نَعْتٌ مَرْفُوعٌ
21,1,خبر ( إن ) : مرفوع,خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
22,3,اسم ظرفي مجرور,اسْمٌ ظَرْفِيٌّ مَجْرُورٌ
23,2,ظرف زمان منصوب,ظَرْفُ زَمَانٍ مَنْصُوبٌ
24,1,فعل مضارع مبني لما لم يسم فاعله مرفوع,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ مَرْفُوعٌ
25,4,فعل مضارع فعل الشرط مجزوم,فِعْلٌ مُضَارِعٌ فِعْلُ الشَّرْطِ مَجْزُومٌ
26,3,واسم الجلالة اسم مجرور,وَاسْمُ الْجَلَالَةِ اسْمٌ مَجْرُورٌ
27,1,نائب فاعل مرفوع,نَائِبُ فَاعِلٍ مَرْفُوعٌ
28,2,اسم الجلالة اسم ( إن ) : منصوب,اسْمُ الْجَلَالَةِ اسْمُ ( إِنَّ ) : مَنْصُوبٌ
29,2,اسم ( إن ) : منصوب,اسْمُ ( إِنَّ ) : مَنْصُوبٌ
30,2,اسم الجلالة مفعول به منصوب,اسْمُ الْجَلَالَةِ مَفْعُولٌ بِهِ مَنْصُوبٌ
31,2,مفعول مطلق منصوب,مَفْعُولٌ مُطْلَقٌ مَنْصُوبٌ
32,2,تمييز منصوب,تَمْيِيزٌ مَنْصُوبٌ
33,3,اسم الجلالة اسم مجرور,اسْمُ الْجَلَالَةِ اسْمٌ مَجْرُورٌ
34,2,نائب عن المفعول المطلق منصوب,نَائِبٌ عَنِ الْمَفْعُولِ الْمُطْلَقِ مَنْصُوبٌ
35,1,واسم الجلالة مبتدأ مرفوع,وَاسْمُ الْجَلَالَةِ مُبْتَدَأٌ مَرْفُوعٌ
36,1,خبر ( إن ) : ثان مرفوع,خَبَرُ ( إِنَّ ) : ثَانٍ مَرْفُوعٌ
37,1,فعل مضارع معطوف مرفوع,فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَرْفُوعٌ
38,1,خبر ثان للمبتدإ مرفوع,خَبَرٌ ثَانٍ لِلْمُبْتَدَإِ مَرْفُوعٌ
39,1,اسم كان مرفوع,اسْمُ كَانَ مَرْفُوعٌ
40,4,فعل مضارع جواب الشرط مجزوم,فِعْلٌ مُضَارِعٌ جَوَابُ الشَّرْطِ مَجْزُومٌ
41,2,مفعول به أول منصوب,مَفْعُولٌ بِهِ أَوَّلُ مَنْصُوبٌ
42,1,خبر ( أن ) : مرفوع,خَبَرُ ( أَنَّ ) : مَرْفُوعٌ
43,3,و( آيات ) : اسم مجرور,وَ( آيَاتِ ) : اسْمٌ مَجْرُورٌ
44,2,منادى بحرف نداء محذوف منصوب لأنه مضاف,مُنَادًى بِحَرْفِ نِدَاءٍ مَحْذُوفٍ مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
45,3,و( الأرض ) : معطوف مجرور,وَ( الْأَرْضِ ) : مَعْطُوفٌ مَجْرُورٌ
46,2,اسم الجلالة اسم ( أن ) : منصوب,اسْمُ الْجَلَالَةِ اسْمُ ( أَنَّ ) : مَنْصُوبٌ
47,3,و( الحق ) : اسم مجرور,وَ( الْحَقِّ ) : اسْمٌ مَجْرُورٌ
48,1,مبتدأ مؤخر مجرور لفظا مرفوع محلا,مُبْتَدَأٌ مُؤَخَّرٌ مَجْرُورٌ لَفْظًا مَرْفُوعٌ مَحَلًّا
49,1,و( الله ) : اسم الجلالة مبتدأ مرفوع,وَ( اللَّهُ ) : اسْمُ الْجَلَالَةِ مُبْتَدَأٌ مَرْفُوعٌ
50,2,فعل مضارع منصوب بأن مضمرة,فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
51,2,معطوف منصوب,مَعْطُوفٌ مَنْصُوبٌ
52,1,اسم الجلالة مبتدأ مرفوع,اسْمُ الْجَلَالَةِ مُبْتَدَأٌ مَرْفُوعٌ
53,4,فعل مضارع جواب الطلب مجزوم,فِعْلٌ مُضَارِعٌ جَوَابُ الطَّلَبِ مَجْزُومٌ
54,2,مفعول به مجرور لفظا منصوب محلا,مَفْعُولٌ بِهِ مَجْرُورٌ لَفْظًا مَنْصُوبٌ مَحَلًّا
55,3,معطوف مجرور,مَعْطُوفٌ مَجْرُورٌ
56,2,خبر كان ثان منصوب,خَبَرُ كَانَ ثَانٍ مَنْصُوبٌ
57,2,( يوم ) : ظرف زمان منصوب,( يَوْمَ ) : ظَرْفُ زَمَانٍ مَنْصُوبٌ
58,2,مستثنى منصوب,مُسْتَثْنًى مَنْصُوبٌ
59,3,و( رب ) : اسم مجرور,وَ( رَبِّ ) : اسْمٌ مَجْرُورٌ
60,4,فعل مضارع ناسخ مجزوم,فِعْلٌ مُضَارِعٌ نَاسِخٌ مَجْزُومٌ
61,2,بدل منصوب,بَدَلٌ مَنْصُوبٌ
62,3,و( الناس ) : اسم مجرور,وَ( النَّاسِ ) : اسْمٌ مَجْرُورٌ
63,3,و( قوم ) : اسم مجرور,وَ( قَوْمٍ ) : اسْمٌ مَجْرُورٌ
64,1,اسم الجلالة اسم كان مرفوع,اسْمُ الْجَلَالَةِ اسْمُ كَانَ مَرْفُوعٌ
65,2,فعل مضارع معطوف منصوب,فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
66,1,اسم كان مؤخر مرفوع,اسْمُ كَانَ مُؤَخَّرٌ مَرْفُوعٌ
67,1,معطوف مرفوع,مَعْطُوفٌ مَرْفُوعٌ
68,3,بدل مجرور,بَدَلٌ مَجْرُورٌ
69,2,اسم ( أن ) : منصوب,اسْمُ ( أَنَّ ) : مَنْصُوبٌ
70,3,و( غير ) : اسم مجرور,وَ( غَيْرِ ) : اسْمٌ مَجْرُورٌ
71,2,منادى بحرف نداء محذوف منصوب,مُنَادًى بِحَرْفِ نِدَاءٍ مَحْذُوفٍ مَنْصُوبٌ
72,2,و( قوم ) : منادى منصوب لأنه مضاف,وَ( قَوْمِ ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
73,1,بدل مرفوع,بَدَلٌ مَرْفُوعٌ
74,2,فعل مضارع مبني لما لم يسم فاعله منصوب,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ مَنْصُوبٌ
75,1,و( يقولون ) : فعل مضارع مرفوع,وَ( يَقُولُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
76,3,و( كل ) : اسم مجرور,وَ( كُلِّ ) : اسْمٌ مَجْرُورٌ
77,2,اسم ( لكن ) : منصوب,اسْمُ ( لَكِنَّ ) : مَنْصُوبٌ
78,3,و( أي ) : اسم مجرور,وَ( أَيِّ ) : اسْمٌ مَجْرُورٌ
79,1,اسم ليس مؤخر مرفوع,اسْمُ لَيْسَ مُؤَخَّرٌ مَرْفُوعٌ
80,1,فعل مضارع ناسخ مرفوع,فِعْلٌ مُضَارِعٌ نَاسِخٌ مَرْفُوعٌ
81,2,و( يوم ) : ظرف زمان منصوب,وَ( يَوْمَ ) : ظَرْفُ زَمَانٍ مَنْصُوبٌ
82,3,و( إذن ) : اسم مجرور,وَ( إِذْنِ ) : اسْمٌ مَجْرُورٌ
83,1,فاعل مجرور لفظا مرفوع محلا,فَاعِلٌ مَجْرُورٌ لَفْظًا مَرْفُوعٌ مَحَلًّا
84,2,فعل مضارع ناسخ منصوب,فِعْلٌ مُضَارِعٌ نَاسِخٌ مَنْصُوبٌ
85,2,و( الأرض ) : معطوف منصوب,وَ( الْأَرْضَ ) : مَعْطُوفٌ مَنْصُوبٌ
86,3,و( الكافرين ) : اسم مجرور,وَ( الْكَافِرِينَ ) : اسْمٌ مَجْرُورٌ
87,1,اسم الجلالة خبر مرفوع,اسْمُ الْجَلَالَةِ خَبَرٌ مَرْفُوعٌ
88,1,فعل مضارع فعل الشرط مرفوع,فِعْلٌ مُضَارِعٌ فِعْلُ الشَّرْطِ مَرْفُوعٌ
89,1,"خبر لمبتدإ محذوف تقديره "" هو "" مرفوع","خَبَرٌ لِمُبْتَدَإٍ مَحْذُوفٍ تَقْدِيرُهُ "" هُوَ "" مَرْفُوعٌ"
90,1,عطف بيان مرفوع,عَطْفُ بَيَانٍ مَرْفُوعٌ
91,1,مبتدأ مجرور لفظا مرفوع محلا,مُبْتَدَأٌ مَجْرُورٌ لَفْظًا مَرْفُوعٌ مَحَلًّا
92,2,مفعول به مقدم منصوب,مَفْعُولٌ بِهِ مُقَدَّمٌ مَنْصُوبٌ
93,2,منصوب,مَنْصُوبٌ
94,2,و( رسول ) : معطوف منصوب,وَ( رَسُولَ ) : مَعْطُوفٌ مَنْصُوبٌ
95,3,نعت ثان مجرور,نَعْتٌ ثَانٍ مَجْرُورٌ
96,1,و( يقول ) : فعل مضارع مرفوع,وَ( يَقُولُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
97,3,و( البينات ) : اسم مجرور,وَ( الْبَيِّنَاتِ ) : اسْمٌ مَجْرُورٌ
98,3,و( المؤمنين ) : اسم مجرور,وَ( الْمُؤْمِنِينَ ) : اسْمٌ مَجْرُورٌ
99,3,اسم الجلالة مجرور,اسْمُ الْجَلَالَةِ مَجْرُورٌ
100,1,فعل مضارع حذفت منه إحدى التاءين مرفوع,فِعْلٌ مُضَارِعٌ حُذِفَتْ مِنْهُ إِحْدَى التَّاءَيْنِ مَرْفُوعٌ
101,3,و( لكل ) : اسم مجرور,وَ( لِكُلِّ ) : اسْمٌ مَجْرُورٌ
102,3,و( الآخرة ) : اسم مجرور,وَ( الْآخِرَةِ ) : اسْمٌ مَجْرُورٌ
103,2,نائب عن ظرف الزمان منصوب,نَائِبٌ عَنْ ظَرْفِ الزَّمَانِ مَنْصُوبٌ
104,1,فعل مضارع معطوف مبني لما لم يسم فاعله مرفوع,فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ مَرْفُوعٌ
105,3,و( المتقين ) : اسم مجرور,وَ( الْمُتَّقِينَ ) : اسْمٌ مَجْرُورٌ
106,2,توكيد منصوب,تَوْكِيدٌ مَنْصُوبٌ
107,3,و( اليوم ) : معطوف مجرور,وَ( الْيَوْمِ ) : مَعْطُوفٌ مَجْرُورٌ
108,2,مفعول مطلق لفعل محذوف منصوب,مَفْعُولٌ مُطْلَقٌ لِفِعْلٍ مَحْذُوفٍ مَنْصُوبٌ
109,1,مبتدأ ثان مرفوع,مُبْتَدَأٌ ثَانٍ مَرْفُوعٌ
110,3,و( المعروف ) : اسم مجرور,وَ( الْمَعْرُوفِ ) : اسْمٌ مَجْرُورٌ
111,2,خبر أصبح منصوب,خَبَرُ أَصْبَحَ مَنْصُوبٌ
112,3,و( بعض ) : اسم مجرور,وَ( بَعْضٍ ) : اسْمٌ مَجْرُورٌ
113,4,فعل مضارع معطوف مجزوم,فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَجْزُومٌ
114,3,و( رسول ) : معطوف مجرور,وَ( رَسُولِ ) : مَعْطُوفٌ مَجْرُورٌ
115,2,اسم ( إن ) : مؤخر منصوب,اسْمُ ( إِنَّ ) : مُؤَخَّرٌ مَنْصُوبٌ
116,3,و( أمر ) : اسم مجرور,وَ( أَمْرِ ) : اسْمٌ مَجْرُورٌ
117,3,و( أنفس ) : اسم مجرور,وَ( أَنْفُسِ ) : اسْمٌ مَجْرُورٌ
118,1,و( ترى ) : فعل مضارع مرفوع,وَ( تَرَى ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
119,3,و( نفس ) : اسم مجرور,وَ( نَفْسِ ) : اسْمٌ مَجْرُورٌ
120,1,خبر ( كأن ) : مرفوع,خَبَرُ ( كَأَنَّ ) : مَرْفُوعٌ
121,1,و( يهدي ) : فعل مضارع مرفوع,وَ( يَهْدِي ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
122,3,و( قوم ) : اسم مجرور,وَ( قَوْمِ ) : اسْمٌ مَجْرُورٌ
123,3,و( الظالمين ) : اسم مجرور,وَ( الظَّالِمِينَ ) : اسْمٌ مَجْرُورٌ
124,2,و( آيات ) : اسم ( إن ) : منصوب,وَ( آيَاتٍ ) : اسْمُ ( إِنَّ ) : مَنْصُوبٌ
125,1,خبر ( أن ) : ثان مرفوع,خَبَرُ ( أَنَّ ) : ثَانٍ مَرْفُوعٌ
126,1,واسم الجلالة فاعل مجرور لفظا مرفوع محلا,وَاسْمُ الْجَلَالَةِ فَاعِلٌ مَجْرُورٌ لَفْظًا مَرْفُوعٌ مَحَلًّا
127,2,اسم ( أن ) : مؤخر منصوب,اسْمُ ( أَنَّ ) : مُؤَخَّرٌ مَنْصُوبٌ
128,3,و( حمد ) : اسم مجرور,وَ( حَمْدِ ) : اسْمٌ مَجْرُورٌ
129,4,فعل مضارع ناسخ فعل الشرط مجزوم,فِعْلٌ مُضَارِعٌ نَاسِخٌ فِعْلُ الشَّرْطِ مَجْزُومٌ
130,3,توكيد مجرور,تَوْكِيدٌ مَجْرُورٌ
131,1,خبر المبتدإ مرفوع,خَبَرُ الْمُبْتَدَإِ مَرْفُوعٌ
132,2,حال ثان منصوب,حَالٌ ثَانٍ مَنْصُوبٌ
133,3,و( عباد ) : اسم مجرور,وَ( عِبَادِ ) : اسْمٌ مَجْرُورٌ
134,1,نعت ل( أي ) : على اللفظ مرفوع,نَعْتٌ لِـ( أَيُّ ) : عَلَى اللَّفْظِ مَرْفُوعٌ
135,3,و( الغيب ) : اسم مجرور,وَ( الْغَيْبِ ) : اسْمٌ مَجْرُورٌ
136,1,اسم ليس مرفوع,اسْمُ لَيْسَ مَرْفُوعٌ
137,3,و( الآخرة ) : معطوف مجرور,وَ( الْآخِرَةِ ) : مَعْطُوفٌ مَجْرُورٌ
138,3,و( القسط ) : اسم مجرور,وَ( الْقِسْطِ ) : اسْمٌ مَجْرُورٌ
139,1,نعت ثان مرفوع,نَعْتٌ ثَانٍ مَرْفُوعٌ
140,3,و( مثل ) : اسم مجرور,وَ( مَثَلِ ) : اسْمٌ مَجْرُورٌ
141,4,فعل مضارع مبني لما لم يسم فاعله مجزوم,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ مَجْزُومٌ
142,2,و( آية ) : اسم ( إن ) : مؤخر منصوب,وَ( آيَةً ) : اسْمُ ( إِنَّ ) : مُؤَخَّرٌ مَنْصُوبٌ
143,2,اسم الجلالة اسم ( لكن ) : منصوب,اسْمُ الْجَلَالَةِ اسْمُ ( لَكِنَّ ) : مَنْصُوبٌ
144,1,و( يعلم ) : فعل مضارع مرفوع,وَ( يَعْلَمُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
145,3,تمييز مجرور,تَمْيِيزٌ مَجْرُورٌ
146,2,و( آيات ) : اسم ( إن ) : مؤخر منصوب,وَ( آيَاتٍ ) : اسْمُ ( إِنَّ ) : مُؤَخَّرٌ مَنْصُوبٌ
147,1,و( ويل ) : مبتدأ مرفوع,وَ( وَيْلٌ ) : مُبْتَدَأٌ مَرْفُوعٌ
148,3,و( النهار ) : معطوف مجرور,وَ( النَّهَارِ ) : مَعْطُوفٌ مَجْرُورٌ
149,3,و( ذنوب ) : اسم مجرور,وَ( ذُنُوبِ ) : اسْمٌ مَجْرُورٌ
150,3,و( عذاب ) : اسم مجرور,وَ( عَذَابٍ ) : اسْمٌ مَجْرُورٌ
151,3,و( آية ) : اسم مجرور,وَ( آيَةٍ ) : اسْمٌ مَجْرُورٌ
152,3,و( ذات ) : اسم مجرور,وَ( ذَاتِ ) : اسْمٌ مَجْرُورٌ
153,2,و( بين ) : معطوف منصوب,وَ( بَيْنَ ) : مَعْطُوفٌ مَنْصُوبٌ
154,1,فعل مضارع مبني لما لم يسم فاعله فعل الشرط مرفوع,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ فِعْلُ الشَّرْطِ مَرْفُوعٌ
155,3,و( الأرض ) : معطوف على ( السماوات ) : مجرور,وَ( الْأَرْضِ ) : مَعْطُوفٌ عَلَى ( السَّمَاوَاتِ ) : مَجْرُورٌ
156,3,و( الرحمن ) : اسم مجرور,وَ( الرَّحْمَنِ ) : اسْمٌ مَجْرُورٌ
157,3,و( المكذبين ) : اسم مجرور,وَ( الْمُكَذِّبِينَ ) : اسْمٌ مَجْرُورٌ
158,1,خبر ثالث للمبتدإ مرفوع,خَبَرٌ ثَالِثٌ لِلْمُبْتَدَإِ مَرْفُوعٌ
159,3,و( الباطل ) : اسم مجرور,وَ( الْبَاطِلِ ) : اسْمٌ مَجْرُورٌ
160,2,و( بين ) : ظرف مكان معطوفمنصوب,وَ( بَيْنَ ) : ظَرْفُ مَكَانٍ مَعْطُوفٌمَنْصُوبٌ
161,3,و( العالمين ) : اسم مجرور,وَ( الْعَالَمِينَ ) : اسْمٌ مَجْرُورٌ
162,2,خبر كان مقدم منصوب,خَبَرُ كَانَ مُقَدَّمٌ مَنْصُوبٌ
163,3,و( أموال ) : اسم مجرور,وَ( أَمْوَالِ ) : اسْمٌ مَجْرُورٌ
164,1,و( رسول ) : معطوف مرفوع,وَ( رَسُولُ ) : مَعْطُوفٌ مَرْفُوعٌ
165,2,و( القمر ) : معطوف منصوب,وَ( الْقَمَرَ ) : مَعْطُوفٌ مَنْصُوبٌ
166,1,"خبر لمبتدإ محذوف تقديره "" هي "" مرفوع","خَبَرٌ لِمُبْتَدَإٍ مَحْذُوفٍ تَقْدِيرُهُ "" هِيَ "" مَرْفُوعٌ"
167,2,نعت ثان منصوب,نَعْتٌ ثَانٍ مَنْصُوبٌ
168,1,خبر مقدم مرفوع,خَبَرٌ مُقَدَّمٌ مَرْفُوعٌ
169,1,"خبر لمبتدإ محذوف تقديره "" هم "" مرفوع","خَبَرٌ لِمُبْتَدَإٍ مَحْذُوفٍ تَقْدِيرُهُ "" هُمْ "" مَرْفُوعٌ"
170,3,و( الملائكة ) : اسم مجرور,وَ( الْمَلَائِكَةِ ) : اسْمٌ مَجْرُورٌ
171,3,و( عهد ) : اسم مجرور,وَ( عَهْدِ ) : اسْمٌ مَجْرُورٌ
172,2,و( بني ) : منادى منصوب لأنه مضاف,وَ( بَنِي ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
173,3,و( رسل ) : معطوف مجرور,وَ( رُسُلِ ) : مَعْطُوفٌ مَجْرُورٌ
174,3,و( مثل ) : اسم مجرور,وَ( مِثْلِ ) : اسْمٌ مَجْرُورٌ
175,1,و( رب ) : معطوف مرفوع,وَ( رَبُّ ) : مَعْطُوفٌ مَرْفُوعٌ
176,1,اسم ما مرفوع,اسْمُ مَا مَرْفُوعٌ
177,4,فعل مضارع مبني لما لم يسم فاعله جواب الشرط مجزوم,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ جَوَابُ الشَّرْطِ مَجْزُومٌ
178,2,و( أهل ) : منادى منصوب لأنه مضاف,وَ( أَهْلَ ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
179,2,و( يعلم ) : فعل مضارع منصوب بأن مضمرة,وَ( يَعْلَمَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
180,2,و( رحمة ) : معطوف منصوب,وَ( رَحْمَةً ) : مَعْطُوفٌ مَنْصُوبٌ
181,1,و( ينبئ ) : فعل مضارع مرفوع,وَ( يُنَبِّئُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
182,1,فعل مضارع جواب الشرط مرفوع,فِعْلٌ مُضَارِعٌ جَوَابُ الشَّرْطِ مَرْفُوعٌ
183,3,و( الشهادة ) : معطوف مجرور,وَ( الشَّهَادَةِ ) : مَعْطُوفٌ مَجْرُورٌ
184,1,اسم كان مؤخر مجرور لفظا مرفوع محلا,اسْمُ كَانَ مُؤَخَّرٌ مَجْرُورٌ لَفْظًا مَرْفُوعٌ مَحَلًّا
185,1,و( تأتون ) : فعل مضارع مرفوع,وَ( تَأْتُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
186,1,و( يقولن ) : فعل مضارع مرفوع,وَ( يَقُولُنَّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
187,3,و( أهل ) : اسم مجرور,وَ( أَهْلِ ) : اسْمٌ مَجْرُورٌ
188,2,و( يجزي ) : فعل مضارع منصوب بأن مضمرة,وَ( يَجْزِيَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
189,1,و( يعلمون ) : فعل مضارع مرفوع,وَ( يَعْلَمُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
190,2,و( الحكمة ) : معطوف منصوب,وَ( الْحِكْمَةَ ) : مَعْطُوفٌ مَنْصُوبٌ
191,3,و( بني ) : اسم مجرور,وَ( بَنِي ) : اسْمٌ مَجْرُورٌ
192,3,و( يد ) : اسم مجرور,وَ( يَدِ ) : اسْمٌ مَجْرُورٌ
193,1,و( يميت ) : فعل مضارع مرفوع,وَ( يُمِيتُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
194,3,و( أولي ) : اسم مجرور,وَ( أُولِي ) : اسْمٌ مَجْرُورٌ
195,2,و( عند ) : ظرف مكان منصوب,وَ( عِنْدَ ) : ظَرْفُ مَكَانٍ مَنْصُوبٌ
196,1,و( كاذبون ) : خبر ( إن ) : مرفوع,وَ( كَاذِبُونَ ) : خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
197,3,و( كلمات ) : اسم مجرور,وَ( كَلِمَاتِ ) : اسْمٌ مَجْرُورٌ
198,3,و( أبي ) : اسم مجرور,وَ( أَبِي ) : اسْمٌ مَجْرُورٌ
199,1,و( يقدر ) : فعل مضارع مرفوع,وَ( يَقْدِرُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
200,2,و( النهار ) : معطوف منصوب,وَ( النَّهَارَ ) : مَعْطُوفٌ مَنْصُوبٌ
201,3,و( يوم ) : اسم مجرور,وَ( يَوْمِ ) : اسْمٌ مَجْرُورٌ
202,3,نعت ثالث مجرور,نَعْتٌ ثَالِثٌ مَجْرُورٌ
203,2,و( غافل ) : خبر ( ما ) : مجرور لفظا منصوب محلا,وَ( غَافِلٍ ) : خَبَرُ ( مَا ) : مَجْرُورٌ لَفْظًا مَنْصُوبٌ مَحَلًّا
204,3,و( الإيمان ) : اسم مجرور,وَ( الْإِيمَانِ ) : اسْمٌ مَجْرُورٌ
205,2,و( نذيرا ) : معطوف منصوب,وَ( نَذِيرًا ) : مَعْطُوفٌ مَنْصُوبٌ
206,1,و( يعلم ) : فعل مضارع مرفوع,وَ( يُعَلِّمُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
207,3,و( شيء ) : اسم مجرور,وَ( شَيْءٍ ) : اسْمٌ مَجْرُورٌ
208,1,و( رحمة ) : معطوف مرفوع,وَ( رَحْمَةٌ ) : مَعْطُوفٌ مَرْفُوعٌ
209,2,مفعول به ثان مقدم منصوب,مَفْعُولٌ بِهِ ثَانٍ مُقَدَّمٌ مَنْصُوبٌ
210,1,و( ذو ) : خبر ( إن ) : مرفوع,وَ( ذُو ) : خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
211,3,و( الليل ) : اسم مجرور,وَ( اللَّيْلِ ) : اسْمٌ مَجْرُورٌ
212,2,و( غير ) : مفعول به مقدم منصوب,وَ( غَيْرَ ) : مَفْعُولٌ بِهِ مُقَدَّمٌ مَنْصُوبٌ
213,4,و( يتوكل ) : فعل مضارع مجزوم,وَ( يَتَوَكَّلْ ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ
214,3,و( أفواه ) : اسم مجرور,وَ( أَفْوَاهِ ) : اسْمٌ مَجْرُورٌ
215,3,و( أنفسهم ) : معطوف مجرور,وَ( أَنْفُسِهِمْ ) : مَعْطُوفٌ مَجْرُورٌ
216,1,خبر ثان مرفوع,خَبَرٌ ثَانٍ مَرْفُوعٌ
217,1,و( رب ) : مبتدأ مرفوع,وَ( رَبُّ ) : مُبْتَدَأٌ مَرْفُوعٌ
218,1,و( غفور ) : خبر ( إن ) : مرفوع,وَ( غَفُورٌ ) : خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
219,2,و( اليوم ) : ظرف زمان منصوب,وَ( الْيَوْمَ ) : ظَرْفُ زَمَانٍ مَنْصُوبٌ
220,2,و( أبت ) : منادى منصوب لأنه مضاف,وَ( أَبَتِ ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
221,3,و( سلطان ) : اسم مجرور,وَ( سُلْطَانٍ ) : اسْمٌ مَجْرُورٌ
222,3,و( والدي ) : اسم مجرور,وَ( وَالِدَيْ ) : اسْمٌ مَجْرُورٌ
223,2,و( تبتغوا ) : فعل مضارع منصوب بأن مضمرة,وَ( تَبْتَغُوا ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
224,3,و( الهدى ) : اسم مجرور,وَ( الْهُدَى ) : اسْمٌ مَجْرُورٌ
225,1,اسم الجلالة اسم ما مرفوع,اسْمُ الْجَلَالَةِ اسْمُ مَا مَرْفُوعٌ
226,3,و( كل ) : اسم مجرور,وَ( كُلٍّ ) : اسْمٌ مَجْرُورٌ
227,3,و( ذكر ) : اسم مجرور,وَ( ذِكْرِ ) : اسْمٌ مَجْرُورٌ
228,3,و( العباد ) : اسم مجرور,وَ( الْعِبَادِ ) : اسْمٌ مَجْرُورٌ
229,1,خبر ( لكن ) : مرفوع,خَبَرُ ( لَكِنَّ ) : مَرْفُوعٌ
230,4,فعل مضارع مبني لما لم يسم فاعله فعل الشرط مجزوم,فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ فِعْلُ الشَّرْطِ مَجْزُومٌ
