role_id,case_id,role_name_ar,role_phrase_ar
2368,3,و( مساكين ) : اسم مجرور,وَ( مَسَاكِينَ ) : اسْمٌ مَجْرُورٌ
2369,2,و( أقرب ) : معطوف منصوب,وَ( أَقْرَبَ ) : مَعْطُوفٌ مَنْصُوبٌ
2370,3,و( غلامين ) : اسم مجرور,وَ( غُلَامَيْنِ ) : اسْمٌ مَجْرُورٌ
2371,2,و( يستخرجا ) : فعل مضارع معطوف منصوب,وَ( يَسْتَخْرِجَا ) : فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
2372,1,و( أتلوا ) : فعل مضارع مرفوع,وَ( أَتْلُوا ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2373,2,و( مأجوج ) : معطوف منصوب,وَ( مَأْجُوجَ ) : مَعْطُوفٌ مَنْصُوبٌ
2374,3,و( الأخسرين ) : اسم مجرور,وَ( الْأَخْسَرِينَ ) : اسْمٌ مَجْرُورٌ
2375,3,و( لقائ ) : معطوف مجرور,وَ( لِقَائِ ) : مَعْطُوفٌ مَجْرُورٌ
2376,2,و( رسل ) : معطوف منصوب,وَ( رُسُلِ ) : مَعْطُوفٌ مَنْصُوبٌ
2377,4,و( يعمل ) : فعل مضارع جواب الشرط مجزوم,وَ( يَعْمَلْ ) : فِعْلٌ مُضَارِعٌ جَوَابُ الشَّرْطِ مَجْزُومٌ
2378,3,و( عبادة ) : اسم مجرور,وَ( عِبَادَةِ ) : اسْمٌ مَجْرُورٌ
2379,3,و( دعائ ) : اسم مجرور,وَ( دُعَائِ ) : اسْمٌ مَجْرُورٌ
2380,1,اسم كانت مرفوع,اسْمُ كَانَتْ مَرْفُوعٌ
2381,1,و( يرث ) : فعل مضارع مرفوع,وَ( يَرِثُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2382,2,و( حنانا ) : معطوف منصوب,وَ( حَنَانًا ) : مَعْطُوفٌ مَنْصُوبٌ
2383,2,و( زكاة ) : معطوف على ( حنانا ) : منصوب,وَ( زَكَاةً ) : مَعْطُوفٌ عَلَى ( حَنَانًا ) : مَنْصُوبٌ
2384,2,و( برا ) : معطوف منصوب,وَ( بَرًّا ) : مَعْطُوفٌ مَنْصُوبٌ
2385,2,و( أهب ) : فعل مضارع منصوب بأن مضمرة,وَ( أَهَبَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2386,2,و( رحمة ) : معطوف على ( آية ) : منصوب,وَ( رَحْمَةً ) : مَعْطُوفٌ عَلَى ( آيَةً ) : مَنْصُوبٌ
2387,3,و( جذع ) : اسم مجرور,وَ( جِذْعِ ) : اسْمٌ مَجْرُورٌ
2388,2,و( أخت ) : منادى منصوب لأنه مضاف,وَ( أُخْتَ ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
2389,2,و( برا ) : مفعول به ثان منصوب,وَ( بَرًّا ) : مَفْعُولٌ بِهِ ثَانٍ مَنْصُوبٌ
2390,3,و( والدت ) : اسم مجرور,وَ( وَالِدَتِ ) : اسْمٌ مَجْرُورٌ
2391,2,و( يوم ) : معطوف على ( يوم ) : الأولى منصوب,وَ( يَوْمَ ) : مَعْطُوفٌ عَلَى ( يَوْمَ ) : الْأُولَى مَنْصُوبٌ
2392,2,و( يوم ) : معطوف على ( يوم ) : منصوب,وَ( يَوْمَ ) : مَعْطُوفٌ عَلَى ( يَوْمَ ) : مَنْصُوبٌ
2393,2,"مفعول مطلق لفعل محذوف تقديره "" أقول "" منصوب","مَفْعُولٌ مُطْلَقٌ لِفِعْلٍ مَحْذُوفٍ تَقْدِيرُهُ "" أَقُولُ "" مَنْصُوبٌ"
2394,1,و( رب ) : معطوف على ( ربي ) : مرفوع,وَ( رَبُّ ) : مَعْطُوفٌ عَلَى ( رَبِّي ) : مَرْفُوعٌ
2395,3,و( الشيطان ) : اسم مجرور,وَ( الشَّيْطَانِ ) : اسْمٌ مَجْرُورٌ
2396,1,و( راغب ) : خبر مقدم مرفوع,وَ( رَاغِبٌ ) : خَبَرٌ مُقَدَّمٌ مَرْفُوعٌ
2397,1,و( أستغفر ) : فعل مضارع مرفوع,وَ( أَسْتَغْفِرُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2398,1,و( أعتزل ) : فعل مضارع مرفوع,وَ( أَعْتَزِلُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2399,1,و( أدعو ) : فعل مضارع مرفوع,وَ( أَدْعُو ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2400,2,و( يعقوب ) : معطوف على ( إسحاق ) : منصوب,وَ( يَعْقُوبَ ) : مَعْطُوفٌ عَلَى ( إِسْحَاقَ ) : مَنْصُوبٌ
2401,3,و( إسرائيل ) : معطوف مجرور,وَ( إِسْرَائِيلَ ) : مَعْطُوفٌ مَجْرُورٌ
2402,2,و( بكيا ) : معطوف منصوب,وَ( بُكِيَّا ) : مَعْطُوفٌ مَنْصُوبٌ
2403,2,بدل من ( الجنة ) : منصوب,بَدَلٌ مِنَ ( الْجَنَّةِ ) : مَنْصُوبٌ
2404,2,و( الشياطين ) : معطوف على مفعول ( نحشرن ) : منصوب,وَ( الشَّيَاطِينَ ) : مَعْطُوفٌ عَلَى مَفْعُولِ ( نَحْشُرَنَّ ) : مَنْصُوبٌ
2405,1,و( أحسن ) : معطوف على ( خير ) : مرفوع,وَ( أَحْسَنُ ) : مَعْطُوفٌ عَلَى ( خَيْرٌ ) : مَرْفُوعٌ
2406,2,و( رئيا ) : معطوف منصوب,وَ( رِئْيًا ) : مَعْطُوفٌ مَنْصُوبٌ
2407,4,و( يمدد ) : فعل مضارع جواب الشرط مجزوم,وَ( يُمْدِدْ ) : فِعْلٌ مُضَارِعٌ جَوَابُ الشَّرْطِ مَجْزُومٌ
2408,1,و( أضعف ) : معطوف على ( شر ) : مرفوع,وَ( أَضْعَفُ ) : مَعْطُوفٌ عَلَى ( شَرٌّ ) : مَرْفُوعٌ
2409,1,و( خير ) : معطوف على ( خير ) : الأولى مرفوع,وَ( خَيْرٌ ) : مَعْطُوفٌ عَلَى ( خَيْرٌ ) : الْأُولَى مَرْفُوعٌ
2410,2,و( ولدا ) : معطوف على ( مالا ) : منصوب,وَ( وَلَدًا ) : مَعْطُوفٌ عَلَى ( مَالًا ) : مَنْصُوبٌ
2411,1,و( نمد ) : فعل مضارع مرفوع,وَ( نُمِدُّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2412,1,و( نرث ) : فعل مضارع مرفوع,وَ( نَرِثُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2413,1,و( يكونون ) : فعل مضارع مرفوع,وَ( يَكُونُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2414,1,و( نسوق ) : فعل مضارع مرفوع,وَ( نَسُوقُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2415,2,نعت ل( شيئا ) : منصوب,نَعْتٌ لِـ( شَيْئًا ) : مَنْصُوبٌ
2416,1,و( تنشق ) : فعل مضارع مرفوع,وَ( تَنْشَقُّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2417,1,و( تخر ) : فعل مضارع مرفوع,وَ( تَخِرُّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2418,1,و( كلهم ) : مبتدأ مرفوع,وَ( كُلُّهُمْ ) : مُبْتَدَأٌ مَرْفُوعٌ
2419,2,و( تبشر ) : فعل مضارع منصوب بأن مضمرة,وَ( تُبَشِّرَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2420,2,"مفعول مطلق لفعل محذوف تقديره "" نزلناه "" منصوب","مَفْعُولٌ مُطْلَقٌ لِفِعْلٍ مَحْذُوفٍ تَقْدِيرُهُ "" نَزَّلْنَاهُ "" مَنْصُوبٌ"
2421,2,و( السماوات ) : معطوف منصوب,وَ( السَّمَاوَاتِ ) : مَعْطُوفٌ مَنْصُوبٌ
2422,2,و( أخفى ) : معطوف على ( السر ) : منصوب,وَ( أَخْفَى ) : مَعْطُوفٌ عَلَى ( السِّرَّ ) : مَنْصُوبٌ
2423,1,نعت ل( الأسماء ) : مرفوع,نَعْتٌ لِـ( الْأَسْمَاءُ ) : مَرْفُوعٌ
2424,1,خبر لعل مرفوع,خَبَرُ لَعَلَّ مَرْفُوعٌ
2425,3,و( قبس ) : اسم مجرور,وَ( قَبَسٍ ) : اسْمٌ مَجْرُورٌ
2426,3,بدل من ( الوادي ) : مجرور,بَدَلٌ مِنَ ( الْوَادِي ) : مَجْرُورٌ
2427,2,و( تردى ) : فعل مضارع منصوب بأن مضمرة,وَ( تَرْدَى ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2428,1,و( أهش ) : فعل مضارع مرفوع,وَ( أَهُشُّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2429,1,و( نعيد ) : فعل مضارع مرفوع,وَ( نُعِيدُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2430,2,"اسم منصوب على نزع الخافض أي: "" إلى سيرتها ""","اسْمٌ مَنْصُوبٌ عَلَى نَزْعِ الْخَافِضِ أَيْ: "" إِلَى سِيرَتِهَا """
2431,2,نعت ل( آية ) : منصوب,نَعْتٌ لِـ( آيَةً ) : مَنْصُوبٌ
2432,2,بدل من ( وزيرا ) : منصوب,بَدَلٌ مِنْ ( وَزِيرًا ) : مَنْصُوبٌ
2433,2,و( نذكر ) : فعل مضارع معطوف منصوب,وَ( نَذْكُرَ ) : فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
2434,4,و( يلق ) : فعل مضارع مجزوم,وَ( يُلْقِ ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ
2435,3,و( الساحل ) : اسم مجرور,وَ( السَّاحِلِ ) : اسْمٌ مَجْرُورٌ
2436,1,و( عدو ) : معطوف على ( عدو ) : مرفوع,وَ( عَدُوٌّ ) : مَعْطُوفٌ عَلَى ( عَدُوٌّ ) : مَرْفُوعٌ
2437,2,و( تصنع ) : فعل مضارع مبني لما لم يسم فاعله منصوب بأن م…,وَ( تُصْنَعَ ) : فِعْلٌ مُضَارِعٌ مَبْنِيٌّ لِمَا لَمْ يُسَمَّ فَاعِلُهُ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2438,1,و( أخو ) : معطوف على الضمير المستتر مرفوع,وَ( أَخُو ) : مَعْطُوفٌ عَلَى الضَّمِيرِ الْمُسْتَتِرِ مَرْفُوعٌ
2439,1,و( أرى ) : فعل مضارع مرفوع,وَ( أَرَى ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2440,3,نعت ل( نبات ) : مجرور,نَعْتٌ لِـ( نَبَاتٍ ) : مَجْرُورٌ
2441,2,نعت ل( تارة ) : منصوب,نَعْتٌ لِـ( تَارَةً ) : مَنْصُوبٌ
2442,2,و( بين ) : معطوف على ( بين ) : منصوب,وَ( بَيْنَ ) : مَعْطُوفٌ عَلَى ( بَيْنَ ) : مَنْصُوبٌ
2443,2,بدل من ( موعدا ) : منصوب,بَدَلٌ مِنْ ( مَوْعِدًا ) : مَنْصُوبٌ
2444,2,نعت ل( مكانا ) : منصوب,نَعْتٌ لِـ( مَكَانًا ) : مَنْصُوبٌ
2445,2,و( يسحت ) : فعل مضارع منصوب بأن مضمرة,وَ( يُسْحِتَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2446,1,و( ساحران ) : خبر مرفوع,وَ( سَاحِرَانِ ) : خَبَرٌ مَرْفُوعٌ
2447,2,و( يذهبا ) : فعل مضارع معطوف منصوب,وَ( يَذْهَبَا ) : فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
2448,3,و( طريقت ) : اسم مجرور,وَ( طَرِيقَتِ ) : اسْمٌ مَجْرُورٌ
2449,3,نعت ل( طريقة ) : مجرور,نَعْتٌ لِـ( طَرِيقَة ) : مَجْرُورٌ
2450,1,و( عصيهم ) : معطوف على ( حبالهم ) : مرفوع,وَ( عِصِيُّهُمْ ) : مَعْطُوفٌ عَلَى ( حِبَالُهُمْ ) : مَرْفُوعٌ
2451,2,بدل من ( هذه ) : منصوب,بَدَلٌ مِنْ ( هَذِهِ ) : مَنْصُوبٌ
2452,2,نعت ل( الحياة ) : منصوب,نَعْتٌ لِـ( الْحَيَاةَ ) : مَنْصُوبٌ
2453,1,نعت ل( الدرجات ) : مرفوع,نَعْتٌ لِـ( الدَّرَجَاتُ ) : مَرْفُوعٌ
2454,1,بدل من ( الدرجات ) : مرفوع,بَدَلٌ مِنْ ( الدَّرَجَاتُ ) : مَرْفُوعٌ
2455,2,نعت ل( طريقا ) : منصوب,نَعْتٌ لِـ( طَرِيقًا ) : مَنْصُوبٌ
2456,3,و( جنود ) : اسم مجرور,وَ( جُنُودِ ) : اسْمٌ مَجْرُورٌ
2457,2,نعت ل( جانب ) : منصوب,نَعْتٌ لِـ( جَانِبَ ) : مَنْصُوبٌ
2458,2,و( يحل ) : فعل مضارع منصوب بأن مضمرة,وَ( يَحِلَّ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2459,1,و( غفار ) : خبر ( إن ) : مرفوع,وَ( غَفَّارٌ ) : خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
2460,2,و( ترضى ) : فعل مضارع منصوب بأن مضمرة,وَ( تَرْضَى ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2461,3,و( ملك ) : اسم مجرور,وَ( مَلْكِ ) : اسْمٌ مَجْرُورٌ
2462,2,نعت ل( عجلا ) : منصوب,نَعْتٌ لِـ( عِجْلًا ) : مَنْصُوبٌ
2463,1,و( إله ) : معطوف على ( إله ) : مرفوع,وَ( إِلَهُ ) : مَعْطُوفٌ عَلَى ( إِلَهُ ) : مَرْفُوعٌ
2464,2,معطوف على ( ضرا ) : منصوب,مَعْطُوفٌ عَلَى ( ضَرًّا ) : مَنْصُوبٌ
2465,2,خبر ما برح منصوب,خَبَرُ مَا بَرِحَ مَنْصُوبٌ
2466,2,و( ابن ) : منادى منصوب لأنه مضاف,وَ( ابْنَ ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
2467,3,و( أم ) : مضاف إليه مجرور,وَ( أُمِّ ) : مُضَافٌ إِلَيْهِ مَجْرُورٌ
2468,3,و( لحيت ) : اسم مجرور,وَ( لِحْيَتِ ) : اسْمٌ مَجْرُورٌ
2469,2,بدل من ( يوم القيامة ) : منصوب,بَدَلٌ مِنْ ( يَوْمَ الْقِيَامَةِ ) : مَنْصُوبٌ
2470,2,معطوف على ( عوجا ) : منصوب,مَعْطُوفٌ عَلَى ( عِوَجًا ) : مَنْصُوبٌ
2471,3,و( الحي ) : اسم مجرور,وَ( الْحَيِّ ) : اسْمٌ مَجْرُورٌ
2472,3,بدل من ( الحي ) : مجرور,بَدَلٌ مِنْ ( الْحَيِّ ) : مَجْرُورٌ
2473,2,معطوف على ( ظلما ) : منصوب,مَعْطُوفٌ عَلَى ( ظُلْمًا ) : مَنْصُوبٌ
2474,3,و( زوج ) : اسم مجرور,وَ( زَوْجِ ) : اسْمٌ مَجْرُورٌ
2475,3,و( ملك ) : معطوف على ( شجرة ) : مجرور,وَ( مُلْكٍ ) : مَعْطُوفٌ عَلَى ( شَجَرَةِ ) : مَجْرُورٌ
2476,2,نعت ل( معيشة ) : منصوب,نَعْتٌ لِـ( مَعِيشَةً ) : مَنْصُوبٌ
2477,1,و( أجل ) : معطوف على ( كلمة ) : مرفوع,وَ( أَجَلٌّ ) : مَعْطُوفٌ عَلَى ( كَلِمَةٌ ) : مَرْفُوعٌ
2478,1,نعت ل( أجل ) : مرفوع,نَعْتٌ لِـ( أَجَلٌ ) : مَرْفُوعٌ
2479,2,و( قبل ) : ظرف زمان معطوفمنصوب,وَ( قَبْلَ ) : ظَرْفُ زَمَانٍ مَعْطُوفٌمَنْصُوبٌ
2480,2,و( أطراف ) : معطوف على ( قبل ) : منصوب,وَ( أَطْرَافَ ) : مَعْطُوفٌ عَلَى ( قَبْلَ ) : مَنْصُوبٌ
2481,1,و( رزق ) : مبتدأ مرفوع,وَ( رِزْقُ ) : مُبْتَدَأٌ مَرْفُوعٌ
2482,2,و( نخزى ) : فعل مضارع معطوف منصوب,وَ( نَخْزَى ) : فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
2483,1,"خبر للمبتدإ محذوف تقديره "" هذه "" مرفوع","خَبَرٌ لِلْمُبْتَدَإِ مَحْذُوفٌ تَقْدِيرُهُ "" هَذِهِ "" مَرْفُوعٌ"
2484,3,و( مساكن ) : معطوف مجرور,وَ( مَسَاكِنِ ) : مَعْطُوفٌ مَجْرُورٌ
2485,2,و( ويلنا ) : منادى منصوب لأنه مضاف,وَ( وَيْلَنَا ) : مُنَادًى مَنْصُوبٌ لِأَنَّهُ مُضَافٌ
2486,2,نعت لمفعول ( جعلنا ) : منصوب,نَعْتٌ لِمَفْعُولِ ( جَعَلْنَا ) : مَنْصُوبٌ
2487,1,و( يدمغ ) : فعل مضارع مرفوع,وَ( يَدْمَغُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2488,1,اسم الجلالة مضاف إليه مرفوع لفظا بالضمة مجرور محلا بالك…,اسْمُ الْجَلَالَةِ مُضَافٌ إِلَيْهِ مَرْفُوعٌ لَفْظًا بِالضَّمَّةِ مَجْرُورٌ مَحَلًّا بِالْكَسْرَةِ
2489,1,و( ذكر ) : معطوف مرفوع,وَ( ذِكْرُ ) : مَعْطُوفٌ مَرْفُوعٌ
2490,1,و( نبلو ) : فعل مضارع مرفوع,وَ( نَبْلُو ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2491,3,و( الخير ) : معطوف مجرور,وَ( الْخَيْرِ ) : مَعْطُوفٌ مَجْرُورٌ
2492,1,و( تبهت ) : فعل مضارع مرفوع,وَ( تَبْهَتُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2493,2,و( آباء ) : معطوف منصوب,وَ( آبَاءَ ) : مَعْطُوفٌ مَنْصُوبٌ
2494,3,و( الوحي ) : اسم مجرور,وَ( الْوَحْيِ ) : اسْمٌ مَجْرُورٌ
2495,1,و( نضع ) : فعل مضارع مرفوع,وَ( نَضَعُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2496,2,و( ضياء ) : معطوف منصوب,وَ( ضِيَاءً ) : مَعْطُوفٌ مَنْصُوبٌ
2497,2,و( ذكرا ) : معطوف منصوب,وَ( ذِكْرًا ) : مَعْطُوفٌ مَنْصُوبٌ
2498,2,و( إيتاء ) : معطوف منصوب,وَ( إِيتَاءَ ) : مَعْطُوفٌ مَنْصُوبٌ
2499,2,نعت ل( قوم ) : منصوب,نَعْتٌ لِـ( قَوْمَ ) : مَنْصُوبٌ
2500,2,و( نوحا ) : مفعول به منصوب,وَ( نُوحًا ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2501,2,و( داود ) : مفعول به منصوب,وَ( دَاوُدَ ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2502,2,و( تحصن ) : فعل مضارع منصوب بأن مضمرة,وَ( تُحْصِنَ ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2503,1,و( يعملون ) : فعل مضارع مرفوع,وَ( يَعْمَلُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2504,2,و( أيوب ) : مفعول به منصوب,وَ( أَيُّوبَ ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2505,3,و( العابدين ) : اسم مجرور,وَ( الْعَابِدِينَ ) : اسْمٌ مَجْرُورٌ
2506,2,و( إسماعيل ) : مفعول به منصوب,وَ( إِسْمَاعِيلَ ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2507,2,و( إدريس ) : معطوف منصوب,وَ( إِدْرِيسَ ) : مَعْطُوفٌ مَنْصُوبٌ
2508,2,و( ذا ) : مفعول به منصوب,وَ( ذَا ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2509,2,"و( زكريا ) : مفعول به لفعل محذوف تقديره "" اذكر "" منصوب","وَ( زَكَرِيَّا ) : مَفْعُولٌ بِهِ لِفِعْلٍ مَحْذُوفٍ تَقْدِيرُهُ "" اذْكُرْ "" مَنْصُوبٌ"
2510,1,و( يدعون ) : فعل مضارع مرفوع,وَ( يَدْعُونَ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2511,2,و( رهبا ) : معطوف منصوب,وَ( رَهَبًا ) : مَعْطُوفٌ مَنْصُوبٌ
2512,1,و( حرام ) : خبر مقدم مرفوع,وَ( حَرَامٌ ) : خَبَرٌ مُقَدَّمٌ مَرْفُوعٌ
2513,1,و( مأجوج ) : معطوف مرفوع,وَ( مَأْجُوجُ ) : مَعْطُوفٌ مَرْفُوعٌ
2514,1,خبر ( أنتم ) : مرفوع,خَبَرُ ( أَنْتُمْ ) : مَرْفُوعٌ
2515,1,و( تتلقا ) : فعل مضارع مرفوع,وَ( تَتَلَقَّا ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2516,3,و( طي ) : اسم مجرور,وَ( طَيِّ ) : اسْمٌ مَجْرُورٌ
2517,3,و( الكتب ) : اسم مجرور,وَ( الْكُتُبِ ) : اسْمٌ مَجْرُورٌ
2518,2,و( بلاغا ) : اسم ( إن ) : منصوب,وَ( بَلَاغًا ) : اسْمُ ( إِنَّ ) : مَنْصُوبٌ
2519,1,و( تضع ) : فعل مضارع مرفوع,وَ( تَضَعُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2520,2,و( سكارى ) : خبر ( ما ) : مجرور لفظا منصوب محلا,وَ( سُكَارَى ) : خَبَرُ ( مَا ) : مَجْرُورٌ لَفْظًا مَنْصُوبٌ مَحَلًّا
2521,1,و( يتبع ) : فعل مضارع مرفوع,وَ( يَتَّبِعُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2522,3,و( غير ) : معطوف مجرور,وَ( غَيْرِ ) : مَعْطُوفٌ مَجْرُورٌ
2523,1,و( نقر ) : فعل مضارع مرفوع,وَ( نُقِرُّ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2524,1,و( نذيق ) : فعل مضارع مرفوع,وَ( نُذِيقُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2525,2,و( الآخرة ) : معطوف منصوب,وَ( الْآخِرَةَ ) : مَعْطُوفٌ مَنْصُوبٌ
2526,4,و( يمدد ) : فعل مضارع جواب الشرط مجزوم بعد لام الأمر,وَ( يُمْدِدْ ) : فِعْلٌ مُضَارِعٌ جَوَابُ الشَّرْطِ مَجْزُومٌ بَعْدَ لَامِ الْأَمْرِ
2527,3,و( سبب ) : اسم مجرور,وَ( سَبَبٍ ) : اسْمٌ مَجْرُورٌ
2528,4,و( يقطع ) : فعل مضارع مجزوم بعد لام الأمر,وَ( يَقْطَعْ ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ بَعْدَ لَامِ الْأَمْرِ
2529,2,و( المجوس ) : معطوف منصوب,وَ( الْمَجُوسَ ) : مَعْطُوفٌ مَنْصُوبٌ
2530,1,و( النجوم ) : معطوف مرفوع,وَ( النُّجُومُ ) : مَعْطُوفٌ مَرْفُوعٌ
2531,1,و( الدواب ) : معطوف مرفوع,وَ( الدَّوَابُّ ) : مَعْطُوفٌ مَرْفُوعٌ
2532,1,و( كثير ) : معطوف مرفوع,وَ( كَثِيرٌ ) : مَعْطُوفٌ مَرْفُوعٌ
2533,1,و( الجلود ) : معطوف على نائب الفاعل مرفوع,وَ( الْجُلُودُ ) : مَعْطُوفٌ عَلَى نَائِبِ الْفَاعِلِ مَرْفُوعٌ
2534,3,وشبه الجملة في محل جر بدل من الضمير المجرور.,وَشِبْهُ الْجُمْلَةِ فِي مَحَلِّ جَرٍّ بَدَلٌ مِنَ الضَّمِيرِ الْمَجْرُورِ.
2535,3,و( المسجد ) : معطوف مجرور,وَ( الْمَسْجِدِ ) : مَعْطُوفٌ مَجْرُورٌ
2536,2,مصدر في موضع حال منصوب,مَصْدَرٌ فِي مَوْضِعِ حَالٍ مَنْصُوبٌ
2537,1,و( الباد ) : معطوف مرفوع,وَ( الْبَادِ ) : مَعْطُوفٌ مَرْفُوعٌ
2538,3,و( إلحاد ) : اسم مجرور,وَ( إِلْحَادٍ ) : اسْمٌ مَجْرُورٌ
2539,3,و( القائمين ) : معطوف مجرور,وَ( الْقَائِمِينَ ) : مَعْطُوفٌ مَجْرُورٌ
2540,3,و( الحج ) : اسم مجرور,وَ( الْحَجِّ ) : اسْمٌ مَجْرُورٌ
2541,2,و( يشهدوا ) : فعل مضارع منصوب بأن مضمرة,وَ( يَشْهَدُوا ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2542,2,و( يذكروا ) : فعل مضارع معطوف منصوب,وَ( يَذْكُرُوا ) : فِعْلٌ مُضَارِعٌ مَعْطُوفٌ مَنْصُوبٌ
2543,4,و( يقضوا ) : فعل مضارع مجزوم بلام الأمر,وَ( يَقْضُوا ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ بِلَامِ الْأَمْرِ
2544,4,و( يوفوا ) : فعل مضارع مجزوم بلام الأمر,وَ( يُوفُوا ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ بِلَامِ الْأَمْرِ
2545,4,و( يطوفوا ) : فعل مضارع مجزوم بلام الأمر,وَ( يَطَّوَّفُوا ) : فِعْلٌ مُضَارِعٌ مَجْزُومٌ بِلَامِ الْأَمْرِ
2546,3,و( البيت ) : اسم مجرور,وَ( الْبَيْتِ ) : اسْمٌ مَجْرُورٌ
2547,1,و( تخطف ) : فعل مضارع مرفوع,وَ( تَخْطَفُ ) : فِعْلٌ مُضَارِعٌ مَرْفُوعٌ
2548,2,و( يذكروا ) : فعل مضارع منصوب بأن مضمرة,وَ( يَذْكُرُوا ) : فِعْلٌ مُضَارِعٌ مَنْصُوبٌ بِأَنْ مُضْمَرَةٍ
2549,2,و( الصابرين ) : معطوف على ( المخبتين ) : منصوب,وَ( الصَّابِرِينَ ) : مَعْطُوفٌ عَلَى ( الْمُخْبِتِينَ ) : مَنْصُوبٌ
2550,2,و( المقيمي ) : معطوف على ( المخبتين ) : منصوب,وَ( الْمُقِيمِي ) : مَعْطُوفٌ عَلَى ( الْمُخْبِتِينَ ) : مَنْصُوبٌ
2551,2,و( البدن ) : مفعول به منصوب,وَ( الْبُدْنَ ) : مَفْعُولٌ بِهِ مَنْصُوبٌ
2552,2,و( المعتر ) : معطوف منصوب,وَ( الْمُعْتَرَّ ) : مَعْطُوفٌ مَنْصُوبٌ
2553,1,و( قدير ) : خبر ( إن ) : مرفوع,وَ( قَدِيرٌ ) : خَبَرُ ( إِنَّ ) : مَرْفُوعٌ
2554,2,بدل من ( الناس ) : منصوب,بَدَلٌ مِنْ ( النَّاسَ ) : مَنْصُوبٌ
2555,1,و( بيع ) : معطوف مرفوع,وَ( بِيَعٌ ) : مَعْطُوفٌ مَرْفُوعٌ
2556,1,و( صلوات ) : معطوف مرفوع,وَ( صَلَوَاتٌ ) : مَعْطُوفٌ مَرْفُوعٌ
2557,1,و( مساجد ) : معطوف مرفوع,وَ( مَسَاجِدُ ) : مَعْطُوفٌ مَرْفُوعٌ
